Anio,Cliente,Costos,Año,Trimestre,Mes,Día,Hora,Ingresos,Periodo,Producto,Region,Tipo de Producto,Utilidad,Margen
2019,Abshire-Price,87.85,2019,Trim. 4,noviembre,21,1899-12-30 15:12:03,212.5,1,Bread Country Roll,Canada,CHOTUS,124.65,0.70 %
2019,Abshire-Price,97.85,2019,Trim. 4,noviembre,25,1899-12-30 14:03:38,187.5,5,V8 - Vegetable Cocktail,Canada,QUOKAR,89.65,0.50 %
2019,Abshire-Price,148.6,2019,Trim. 4,noviembre,29,1899-12-30 09:33:23,216,1,Icecream Cone - Areo Chocolate,Canada,GAMBO,67.4,0.38 %
2019,Abshire-Price,102.08,2019,Trim. 4,diciembre,9,1899-12-30 15:25:53,156,3,Cheese - Camembert,Canada,GAMBO,53.92,0.30 %
2019,Abshire-Price,117.72,2019,Trim. 4,diciembre,23,1899-12-30 12:02:57,171.6,2,Blueberries - Frozen,Canada,DAWNE,53.879999999999995,0.30 %
2019,Abshire-Price,20.76,2019,Trim. 4,diciembre,26,1899-12-30 01:39:15,99.04,2,Roe - White Fish,Canada,CHOTUS,78.28,0.44 %
2019,Abshire-Price,51.28,2019,Trim. 4,diciembre,26,1899-12-30 08:10:19,123,3,V8 - Vegetable Cocktail,Canada,QUOKAR,71.72,0.40 %
2019,Abshire-Price,32.9,2019,Trim. 4,diciembre,28,1899-12-30 19:39:35,60.5,1,Wine - Dubouef Macon - Villages,Canada,QUOKAR,27.6,0.16 %
2019,"Altenwerth, Considine and Corkery",44.22,2019,Trim. 1,enero,4,1899-12-30 12:40:07,69,4,Puree - Guava,Mexico,DONANY,24.78,0.14 %
2019,"Altenwerth, Considine and Corkery",216.13,2019,Trim. 1,enero,4,1899-12-30 15:11:44,403.1,2,Juice - Apple Cider,Mexico,QUOKAR,186.97000000000003,1.05 %
2019,"Altenwerth, Considine and Corkery",26.07,2019,Trim. 1,enero,6,1899-12-30 03:56:33,38.1,5,Chinese Foods - Plain Fried Rice,Mexico,CHOTUS,12.030000000000001,0.07 %
2019,"Altenwerth, Considine and Corkery",182.03,2019,Trim. 1,enero,13,1899-12-30 15:11:13,322.5,5,"Juice - Apple, 1.36l",Mexico,SALF,140.47,0.79 %
2019,"Altenwerth, Considine and Corkery",97.09,2019,Trim. 1,enero,13,1899-12-30 22:30:31,172,1,Wine - Prem Select Charddonany,Mexico,CHOTUS,74.91,0.42 %
2019,"Altenwerth, Considine and Corkery",206.3,2019,Trim. 1,enero,16,1899-12-30 18:59:36,365.5,4,"Juice - Apple, 1.36l",Mexico,SALF,159.2,0.90 %
2019,"Altenwerth, Considine and Corkery",212.52,2019,Trim. 1,enero,19,1899-12-30 08:40:57,542.9,2,"Wine - Red, Metus Rose",Mexico,SALF,330.38,1.86 %
2019,"Altenwerth, Considine and Corkery",154.85,2019,Trim. 1,febrero,3,1899-12-30 04:47:02,493,5,"Wine - Red, Metus Rose",Mexico,SALF,338.15,1.90 %
2019,"Altenwerth, Considine and Corkery",52.14,2019,Trim. 1,febrero,14,1899-12-30 07:03:51,76.2,1,Tomatoes,Mexico,CHOTUS,24.060000000000002,0.14 %
2019,"Altenwerth, Considine and Corkery",27.05,2019,Trim. 1,febrero,15,1899-12-30 11:07:02,70.55,1,Kippers - Smoked,Mexico,LAX,43.5,0.24 %
2019,"Altenwerth, Considine and Corkery",26.07,2019,Trim. 1,febrero,26,1899-12-30 18:07:35,38.1,6,Chinese Foods - Plain Fried Rice,Mexico,CHOTUS,12.030000000000001,0.07 %
2019,"Altenwerth, Considine and Corkery",210.12,2019,Trim. 1,marzo,1,1899-12-30 15:01:17,422,1,Bread Country Roll,Mexico,CHOTUS,211.88,1.19 %
2019,"Altenwerth, Considine and Corkery",95.74,2019,Trim. 1,marzo,2,1899-12-30 13:35:03,231,5,"Wine - Red, Metus Rose",Mexico,SALF,135.26,0.76 %
2019,"Altenwerth, Considine and Corkery",17.64,2019,Trim. 1,marzo,5,1899-12-30 03:55:44,25.4,4,Lidsoupcont Rp12dn,Mexico,MOC,7.759999999999998,0.04 %
2019,"Altenwerth, Considine and Corkery",458.36,2019,Trim. 1,marzo,7,1899-12-30 00:43:09,651.5,1,Skirt - 29 Foot,Mexico,QUOKAR,193.14,1.09 %
2019,"Altenwerth, Considine and Corkery",224.73,2019,Trim. 1,marzo,8,1899-12-30 13:30:34,324,3,"Trout - Hot Smkd, Dbl Fillet",Mexico,CHOTUS,99.27000000000001,0.56 %
2019,"Altenwerth, Considine and Corkery",99.32,2019,Trim. 1,marzo,13,1899-12-30 21:06:49,211.5,6,Juice - Apple Cider,Mexico,QUOKAR,112.18,0.63 %
2019,"Altenwerth, Considine and Corkery",105.1,2019,Trim. 1,marzo,24,1899-12-30 07:58:38,150,6,Blueberries - Frozen,Mexico,DAWNE,44.900000000000006,0.25 %
2019,"Altenwerth, Considine and Corkery",139.99,2019,Trim. 1,marzo,29,1899-12-30 01:44:09,174.9,2,Lidsoupcont Rp12dn,Mexico,MOC,34.91,0.20 %
2019,"Altenwerth, Considine and Corkery",103.59,2019,Trim. 2,abril,2,1899-12-30 01:33:29,153.2,1,Kohlrabi,Mexico,QUOKAR,49.609999999999985,0.28 %
2019,"Altenwerth, Considine and Corkery",133.86,2019,Trim. 2,abril,2,1899-12-30 11:39:54,236.85,6,"Juice - Apple, 1.36l",Mexico,SALF,102.98999999999998,0.58 %
2019,"Altenwerth, Considine and Corkery",357.28,2019,Trim. 2,abril,9,1899-12-30 20:16:51,510,3,Blueberries - Frozen,Mexico,DAWNE,152.72000000000003,0.86 %
2019,"Altenwerth, Considine and Corkery",293.42,2019,Trim. 2,abril,16,1899-12-30 00:29:35,408,3,Cheese - Camembert,Mexico,GAMBO,114.57999999999998,0.65 %
2019,"Altenwerth, Considine and Corkery",208.73,2019,Trim. 2,abril,20,1899-12-30 22:28:05,502.5,6,Fresh Jumbo Cremini 5#/cs,Mexico,MOC,293.77,1.65 %
2019,"Altenwerth, Considine and Corkery",315.26,2019,Trim. 2,abril,22,1899-12-30 07:22:49,465,4,Blueberries - Frozen,Mexico,DAWNE,149.74,0.84 %
2019,"Altenwerth, Considine and Corkery",218.43,2019,Trim. 2,abril,23,1899-12-30 19:29:55,387,3,"Juice - Apple, 1.36l",Mexico,SALF,168.57,0.95 %
2019,"Altenwerth, Considine and Corkery",149.8,2019,Trim. 2,abril,25,1899-12-30 00:37:41,216,5,"Trout - Hot Smkd, Dbl Fillet",Mexico,CHOTUS,66.19999999999999,0.37 %
2019,"Altenwerth, Considine and Corkery",165.53,2019,Trim. 2,mayo,2,1899-12-30 18:23:10,352.5,4,Juice - Apple Cider,Mexico,QUOKAR,186.97,1.05 %
2019,"Altenwerth, Considine and Corkery",109.44,2019,Trim. 2,mayo,6,1899-12-30 11:16:55,348,6,"Wine - Red, Metus Rose",Mexico,SALF,238.56,1.34 %
2019,"Altenwerth, Considine and Corkery",61.41,2019,Trim. 2,mayo,9,1899-12-30 08:09:32,89,2,Macaroons - Two Bite Choc,Mexico,LAX,27.590000000000003,0.16 %
2019,"Altenwerth, Considine and Corkery",34.76,2019,Trim. 2,mayo,10,1899-12-30 11:51:51,50.8,4,Chinese Foods - Plain Fried Rice,Mexico,CHOTUS,16.04,0.09 %
2019,"Altenwerth, Considine and Corkery",410.49,2019,Trim. 2,mayo,16,1899-12-30 11:41:31,988.25,3,Fresh Jumbo Cremini 5#/cs,Mexico,MOC,577.76,3.25 %
2019,"Altenwerth, Considine and Corkery",323.56,2019,Trim. 2,mayo,16,1899-12-30 18:01:19,580.5,1,Octopus,Mexico,DONANY,256.94,1.45 %
2019,"Altenwerth, Considine and Corkery",10.16,2019,Trim. 2,mayo,23,1899-12-30 20:06:20,29.76,6,Cape Capensis - Fillet,Mexico,QUOKAR,19.6,0.11 %
2019,"Altenwerth, Considine and Corkery",471.04,2019,Trim. 2,mayo,23,1899-12-30 22:07:22,1139,2,Fresh Jumbo Cremini 5#/cs,Mexico,MOC,667.96,3.76 %
2019,"Altenwerth, Considine and Corkery",353.25,2019,Trim. 2,junio,2,1899-12-30 18:22:57,474.57,2,Cheese - Camembert,Mexico,GAMBO,121.32,0.68 %
2019,"Altenwerth, Considine and Corkery",52.92,2019,Trim. 2,junio,10,1899-12-30 09:10:38,76.2,3,Lidsoupcont Rp12dn,Mexico,MOC,23.28,0.13 %
2019,"Altenwerth, Considine and Corkery",52.92,2019,Trim. 2,junio,10,1899-12-30 20:02:30,76.2,1,Mix Pina Colada,Mexico,DONANY,23.28,0.13 %
2019,"Altenwerth, Considine and Corkery",270.88,2019,Trim. 2,junio,14,1899-12-30 18:56:58,486,3,V8 - Vegetable Cocktail,Mexico,QUOKAR,215.12,1.21 %
2019,"Altenwerth, Considine and Corkery",36.69,2019,Trim. 2,junio,18,1899-12-30 13:33:50,53.25,5,Macaroons - Two Bite Choc,Mexico,LAX,16.560000000000002,0.09 %
2019,"Altenwerth, Considine and Corkery",36.85,2019,Trim. 2,junio,19,1899-12-30 08:17:55,57.5,5,Puree - Guava,Mexico,DONANY,20.65,0.12 %
2019,"Altenwerth, Considine and Corkery",60.83,2019,Trim. 2,junio,20,1899-12-30 15:59:09,88.9,3,Chinese Foods - Plain Fried Rice,Mexico,CHOTUS,28.070000000000007,0.16 %
2019,"Altenwerth, Considine and Corkery",24.46,2019,Trim. 2,junio,30,1899-12-30 19:40:47,35.5,6,Macaroons - Two Bite Choc,Mexico,LAX,11.04,0.06 %
2019,"Altenwerth, Considine and Corkery",172.6,2019,Trim. 3,julio,10,1899-12-30 01:51:47,240,5,Cheese - Camembert,Mexico,GAMBO,67.4,0.38 %
2019,"Altenwerth, Considine and Corkery",131.85,2019,Trim. 3,julio,10,1899-12-30 03:00:27,216,5,Wine - Sawmill Creek Autumn,Mexico,DAWNE,84.15,0.47 %
2019,"Altenwerth, Considine and Corkery",223.73,2019,Trim. 3,julio,12,1899-12-30 15:02:21,397.02,4,V8 - Vegetable Cocktail,Mexico,QUOKAR,173.29,0.98 %
2019,"Altenwerth, Considine and Corkery",159.51,2019,Trim. 3,julio,15,1899-12-30 20:05:26,281.25,2,"Juice - Apple, 1.36l",Mexico,SALF,121.74000000000001,0.69 %
2019,"Altenwerth, Considine and Corkery",27.66,2019,Trim. 3,julio,21,1899-12-30 07:12:47,66,3,Tomatoes - Heirloom,Mexico,DAWNE,38.34,0.22 %
2019,"Altenwerth, Considine and Corkery",59.65,2019,Trim. 3,julio,22,1899-12-30 22:54:57,87.25,4,Macaroons - Two Bite Choc,Mexico,LAX,27.6,0.16 %
2019,"Altenwerth, Considine and Corkery",252.23,2019,Trim. 3,julio,24,1899-12-30 16:51:38,360,5,Blueberries - Frozen,Mexico,DAWNE,107.77000000000001,0.61 %
2019,"Altenwerth, Considine and Corkery",58.93,2019,Trim. 3,agosto,5,1899-12-30 22:05:23,92,3,Puree - Guava,Mexico,DONANY,33.07,0.19 %
2019,"Altenwerth, Considine and Corkery",127.91,2019,Trim. 3,agosto,9,1899-12-30 23:00:35,229.5,6,V8 - Vegetable Cocktail,Mexico,QUOKAR,101.59,0.57 %
2019,"Altenwerth, Considine and Corkery",200.31,2019,Trim. 3,agosto,12,1899-12-30 09:21:02,686.75,5,Fresh Jumbo Cremini 5#/cs,Mexico,MOC,486.44,2.74 %
2019,"Altenwerth, Considine and Corkery",199.74,2019,Trim. 3,agosto,14,1899-12-30 06:23:16,288,1,Coffee - Espresso,Mexico,DONANY,88.25999999999999,0.50 %
2019,"Altenwerth, Considine and Corkery",380.46,2019,Trim. 3,agosto,17,1899-12-30 01:15:16,522,1,Icecream Cone - Areo Chocolate,Mexico,GAMBO,141.54000000000002,0.80 %
2019,"Altenwerth, Considine and Corkery",391.47,2019,Trim. 3,agosto,18,1899-12-30 02:25:35,544.2,2,Blueberries - Frozen,Mexico,DAWNE,152.73000000000002,0.86 %
2019,"Altenwerth, Considine and Corkery",91.84,2019,Trim. 3,agosto,19,1899-12-30 08:55:25,136,3,Macaroons - Two Bite Choc,Mexico,LAX,44.16,0.25 %
2019,"Altenwerth, Considine and Corkery",158.39,2019,Trim. 3,agosto,21,1899-12-30 20:16:10,202.5,2,Chinese Foods - Plain Fried Rice,Mexico,CHOTUS,44.110000000000014,0.25 %
2019,"Altenwerth, Considine and Corkery",96.5,2019,Trim. 3,agosto,25,1899-12-30 23:10:07,231,4,"Wine - Red, Metus Rose",Mexico,SALF,134.5,0.76 %
2019,"Altenwerth, Considine and Corkery",164.79,2019,Trim. 3,septiembre,2,1899-12-30 05:46:44,270,4,Wine - Sawmill Creek Autumn,Mexico,DAWNE,105.21000000000001,0.59 %
2019,"Altenwerth, Considine and Corkery",213.41,2019,Trim. 3,septiembre,7,1899-12-30 09:47:28,642.25,1,Tea - Earl Grey,Mexico,LAX,428.84000000000003,2.41 %
2019,"Altenwerth, Considine and Corkery",90.82,2019,Trim. 3,septiembre,8,1899-12-30 16:35:03,290,4,"Wine - Red, Metus Rose",Mexico,SALF,199.18,1.12 %
2019,"Altenwerth, Considine and Corkery",253.24,2019,Trim. 3,septiembre,8,1899-12-30 19:47:29,450.44,2,V8 - Vegetable Cocktail,Mexico,QUOKAR,197.2,1.11 %
2019,"Altenwerth, Considine and Corkery",161.22,2019,Trim. 3,septiembre,9,1899-12-30 08:58:49,232.92,2,"Trout - Hot Smkd, Dbl Fillet",Mexico,CHOTUS,71.69999999999999,0.40 %
2019,"Altenwerth, Considine and Corkery",203.14,2019,Trim. 3,septiembre,11,1899-12-30 14:20:36,364.5,5,V8 - Vegetable Cocktail,Mexico,QUOKAR,161.36,0.91 %
2019,"Altenwerth, Considine and Corkery",66.46,2019,Trim. 3,septiembre,14,1899-12-30 15:34:12,99.52,2,Puree - Guava,Mexico,DONANY,33.06,0.19 %
2019,"Altenwerth, Considine and Corkery",-60.12,2019,Trim. 3,septiembre,15,1899-12-30 08:19:11,170.4,2,Yukon Jack,Mexico,SALF,230.52,1.30 %
2019,"Altenwerth, Considine and Corkery",26.46,2019,Trim. 3,septiembre,21,1899-12-30 10:33:58,38.1,5,Lidsoupcont Rp12dn,Mexico,MOC,11.64,0.07 %
2019,"Altenwerth, Considine and Corkery",495.94,2019,Trim. 3,septiembre,30,1899-12-30 03:29:46,1189.25,1,"Trout - Rainbow, Frozen",Mexico,MOC,693.31,3.90 %
2019,"Altenwerth, Considine and Corkery",175.77,2019,Trim. 4,octubre,6,1899-12-30 03:48:39,288,3,Wine - Sawmill Creek Autumn,Mexico,DAWNE,112.22999999999999,0.63 %
2019,"Altenwerth, Considine and Corkery",142.82,2019,Trim. 4,octubre,17,1899-12-30 18:14:52,234,1,Wine - Semi Dry Riesling Vineland,Mexico,DAWNE,91.18,0.51 %
2019,"Altenwerth, Considine and Corkery",178.2,2019,Trim. 4,octubre,18,1899-12-30 11:57:54,365.15,5,Juice - Apple Cider,Mexico,QUOKAR,186.95,1.05 %
2019,"Altenwerth, Considine and Corkery",17.64,2019,Trim. 4,octubre,19,1899-12-30 11:33:00,25.4,6,Lidsoupcont Rp12dn,Mexico,MOC,7.759999999999998,0.04 %
2019,"Altenwerth, Considine and Corkery",199.75,2019,Trim. 4,octubre,26,1899-12-30 13:15:41,288,4,"Trout - Hot Smkd, Dbl Fillet",Mexico,CHOTUS,88.25,0.50 %
2019,"Altenwerth, Considine and Corkery",293.42,2019,Trim. 4,noviembre,12,1899-12-30 10:22:01,408,4,Cheese - Camembert,Mexico,GAMBO,114.57999999999998,0.65 %
2019,"Altenwerth, Considine and Corkery",109.86,2019,Trim. 4,noviembre,15,1899-12-30 16:24:18,180,6,Wine - Sawmill Creek Autumn,Mexico,DAWNE,70.14,0.39 %
2019,"Altenwerth, Considine and Corkery",263.9,2019,Trim. 4,noviembre,18,1899-12-30 06:18:31,636.5,4,Fresh Jumbo Cremini 5#/cs,Mexico,MOC,372.6,2.10 %
2019,"Altenwerth, Considine and Corkery",103.56,2019,Trim. 4,noviembre,21,1899-12-30 02:13:04,144,6,Cheese - Camembert,Mexico,GAMBO,40.44,0.23 %
2019,"Altenwerth, Considine and Corkery",29.47,2019,Trim. 4,noviembre,22,1899-12-30 19:45:35,46,6,Puree - Guava,Mexico,DONANY,16.53,0.09 %
2019,"Altenwerth, Considine and Corkery",124.84,2019,Trim. 4,noviembre,24,1899-12-30 21:20:35,180,6,"Trout - Hot Smkd, Dbl Fillet",Mexico,CHOTUS,55.16,0.31 %
2019,"Altenwerth, Considine and Corkery",83.36,2019,Trim. 4,noviembre,28,1899-12-30 20:53:47,122,1,Pepper - Red Thai,Mexico,DAWNE,38.64,0.22 %
2019,"Altenwerth, Considine and Corkery",142.81,2019,Trim. 4,diciembre,7,1899-12-30 02:47:35,234,2,Wine - Sawmill Creek Autumn,Mexico,DAWNE,91.19,0.51 %
2019,"Altenwerth, Considine and Corkery",187.6,2019,Trim. 4,diciembre,15,1899-12-30 22:24:21,399.5,3,Juice - Apple Cider,Mexico,QUOKAR,211.9,1.19 %
2019,"Altenwerth, Considine and Corkery",121.95,2019,Trim. 4,diciembre,26,1899-12-30 06:11:22,391.5,3,"Wine - Red, Metus Rose",Mexico,SALF,269.55,1.52 %
2019,"Anderson, Raynor and Bernier",85.33,2019,Trim. 1,enero,3,1899-12-30 20:04:58,135,2,"Trout - Hot Smkd, Dbl Fillet",Mexico,CHOTUS,49.67,0.28 %
2019,"Anderson, Raynor and Bernier",52.54,2019,Trim. 1,enero,6,1899-12-30 06:10:13,108.7,2,"Juice - Apple, 1.36l",Mexico,SALF,56.160000000000004,0.32 %
2019,"Anderson, Raynor and Bernier",156.1,2019,Trim. 1,enero,7,1899-12-30 10:34:21,223.5,2,Cheese - Camembert,Mexico,GAMBO,67.4,0.38 %
2019,"Anderson, Raynor and Bernier",134.41,2019,Trim. 1,enero,12,1899-12-30 01:47:16,225,3,Cheese - Camembert,Mexico,GAMBO,90.59,0.51 %
2019,"Anderson, Raynor and Bernier",94.34,2019,Trim. 1,enero,13,1899-12-30 15:19:13,243.75,5,V8 - Vegetable Cocktail,Mexico,QUOKAR,149.41,0.84 %
2019,"Anderson, Raynor and Bernier",44.44,2019,Trim. 1,enero,20,1899-12-30 04:25:09,86.5,4,Wine - Sawmill Creek Autumn,Mexico,DAWNE,42.06,0.24 %
2019,"Anderson, Raynor and Bernier",49.06,2019,Trim. 1,enero,26,1899-12-30 05:46:22,126.75,6,V8 - Vegetable Cocktail,Mexico,QUOKAR,77.69,0.44 %
2019,"Anderson, Raynor and Bernier",74.85,2019,Trim. 1,febrero,3,1899-12-30 14:38:22,224.4,1,Bread Country Roll,Mexico,CHOTUS,149.55,0.84 %
2019,"Anderson, Raynor and Bernier",11.66,2019,Trim. 1,febrero,6,1899-12-30 08:48:54,21.5,5,"Zucchini - Mini, Green",Mexico,LAX,9.84,0.06 %
2019,"Anderson, Raynor and Bernier",55.09,2019,Trim. 1,febrero,23,1899-12-30 16:49:39,138.75,3,V8 - Vegetable Cocktail,Mexico,QUOKAR,83.66,0.47 %
2019,"Anderson, Raynor and Bernier",65.7,2019,Trim. 1,marzo,1,1899-12-30 01:40:47,149.95,1,Wine - Prem Select Charddonany,Mexico,CHOTUS,84.24999999999999,0.47 %
2019,"Anderson, Raynor and Bernier",54.88,2019,Trim. 1,marzo,2,1899-12-30 09:01:46,128,1,"Beef - Baby, Liver",Mexico,CHOTUS,73.12,0.41 %
2019,"Anderson, Raynor and Bernier",71.7,2019,Trim. 1,marzo,2,1899-12-30 14:56:18,185.25,1,Octopus,Mexico,DONANY,113.55,0.64 %
2019,"Anderson, Raynor and Bernier",68.02,2019,Trim. 1,marzo,2,1899-12-30 22:04:26,121,3,Blueberries - Frozen,Mexico,DAWNE,52.980000000000004,0.30 %
2019,"Anderson, Raynor and Bernier",27.44,2019,Trim. 1,marzo,7,1899-12-30 11:13:18,64,5,Muffin - Mix - Creme Brule 15l,Mexico,CHOTUS,36.56,0.21 %
2019,"Anderson, Raynor and Bernier",60.52,2019,Trim. 1,marzo,26,1899-12-30 08:51:26,124.5,2,Muffin - Mix - Creme Brule 15l,Mexico,CHOTUS,63.98,0.36 %
